id,name,username,created_at,protected,withheld.country_codes,location,url,description,verified,followers_count,following_count,tweet_count,listed_count
437610582,د. محمد زبارة M.Zabara,DrMZabara,2011-12-15 16:34:55+00:00,FALSE,,اليمن,https://suhail.net/content.php?lng=arabic&id=38,مدير عام قناة سهيل @suhailchannel,TRUE,6191,607,889,4
1113249090232639493,Winthrop Esports,WinthropEsports,2019-04-03 01:17:21+00:00,FALSE,,"Rock Hill, SC",http://winthropeagles.com,Offical Twitter of the Winthrop Esports Team #ROCKtheHILL | #EverStand,TRUE,946,78,408,9
519949706,Carson Kessler,CarsonKessler,2012-03-10 00:26:20+00:00,FALSE,,"Manhattan, NY",https://www.carsonkessler.com,"Reporter | @nyu @columbiajourn alum | words in @propublica, @THECITYNY, @fortunemagazine, @VICE, @marieclaire | ckesslerwrites@gmail.com",TRUE,976,1185,716,14
1252207250044788736,ILO Employment Policies,ILO_EMP_Policy,2020-04-20 12:08:45+00:00,FALSE,,"Geneva, Switzerland",http://ilo.org/employment,"@ILO Employment Policy Department is responsible for promoting full and productive #employment policies that are inclusive, gender sensitive and sustainable.",TRUE,2822,525,1262,20
998751548715876352,Antec Japan🇯🇵,AntecJapan,2018-05-22 02:24:59+00:00,FALSE,,,http://www.antec.com/,スターバックスが数店舗しかなかった1986年の🇺🇸カリフォルニア州のフリーモントに、Antecが誕生しました！✨,TRUE,13930,302,4615,250
1351896121241726977,Georgie Laud,GeorgieRosieL,2021-01-20 14:15:39+00:00,FALSE,,Teesside,,Engagement Editor @Daily_Express. Northerner. Halloween fanatic. She/her. Views my own,TRUE,59,247,2,1
1157374431058178048,Parks Tau,TauParks,2019-08-02 19:35:42+00:00,FALSE,,"Orlando West, Soweto",http://www.ecodev.gpg.gov.za/,MPL GP | Former MEC of @GautengDED & @OfficialGDARD | Former President of @UCLG_ORG | @GautengANC | Former Executive Mayor of @COJ.,TRUE,5474,893,6389,2
1574877942185951232,Tata Yofre,JuanbYofre,2022-09-27 21:45:55+00:00,FALSE,,,,Periodista y Escritor. Observador del pasado y el presente@infobae,TRUE,27282,160,352,32
2317439701,Accion Venture Lab,AccionVLab,2014-01-29 16:34:49+00:00,FALSE,,"Washington, D.C.",http://accion.org/venturelab,We're an early-stage venture fund investing in innovative #financialinclusion startups worldwide. Follow for updates on #impinv #fintech & more. Part of @Accion,TRUE,6253,481,1555,257
1488753756493828099,Friedrich-Ebert-Stiftung Tanzania,FESTanzania,2022-02-02 06:00:04+00:00,FALSE,,"6 Mwai Kibaki Rd, DSM",https://tanzania.fes.de,"Dedicated to social democracy, FES Tanzania promotes social justice, dialogue, democratic institutions and action for social-ecological transformation",TRUE,501,409,311,3
554803332,Maria Rosas,mariarosassp,2012-04-15 23:50:42+00:00,FALSE,,"São Paulo, Brasil",http://mariarosas1022.com.br,"• Deputada Federal por São Paulo • ""A grandeza está em servir."" • WhatsApp do Gabinete (11) 98832-8440 • Saiba mais em: https://t.co/h7fPbN38Tv",TRUE,2071,41,1876,63
35766305,Natalie Higgins,nataliesophia,2009-04-27 15:16:29+00:00,FALSE,,UK,http://www.bbc.co.uk/news,"Senior Producer @BBCNews. Usually 🏴󠁧󠁢󠁳󠁣󠁴󠁿, but tends to wander. Previously roaming Europe & @BBCQuestionTime. 🗣 🇪🇸🇮🇹🇫🇷+Glaswegian.",TRUE,2595,2422,3810,60
988597046574813185,HyoJung Kim,hyojungpink,2018-04-24 01:54:37+00:00,FALSE,,"Washington, DC",https://muckrack.com/hyojungpink,Producer/Editor @thehill | @MedillSchool ‘20 😼 | RT just means I made it - no endorsement | prev. @cnnplus @vice but we don’t talk about the past,TRUE,258,229,330,5
1296088543157256194,WFP Côte d'Ivoire,WFP_Cotedivoire,2020-08-19 14:16:23+00:00,FALSE,,Côte d’Ivoire,https://www.wfp.org/countries/cote-divoire,Compte officiel du Programme Alimentaire Mondial @WFP des Nations Unies en Côte d’Ivoire. Mobilisons-nous pour atteindre la #FaimZéro et #Changerdesvies,TRUE,1553,445,536,11
474481660,Rohit Joseph,RoTomJo,2012-01-26 01:30:22+00:00,FALSE,,"Victoria, British Columbia",,Associate Producer and tech @AllPointsWestBC. Backfill host @cbcnewsbc. @UBCJournalism and @CiTRradio alumnus. Story tips: rohit.joseph@cbc.ca,TRUE,958,1176,763,18
15199940,Nada Homsi,No_Homsi,2008-06-22 19:18:27+00:00,FALSE,,Beirut,https://www.thenationalnews.com/topics/Author/nada-homsi/,Cranky journalist & public enemy 🤷🏻‍♀️ Lebanon correspondent at @TheNationalNews. Past: @NPR @NYTimes and others. 🇵🇸 NHomsi@thenationalnews.com,TRUE,4310,1833,5199,84
2935697633,Ryan Gilbert,RGilbertSOP,2014-12-21 19:03:45+00:00,FALSE,,The Farg,https://linktr.ee/rgilbert,Digital Content Producer @AudacySports | 🎙 Co-Host @HockeySGPN @SGPNFanBaseball on @TheSGPNetwork | ✍️ @GamblingPodcast @SBRReview,TRUE,4114,1019,51464,136
300850826,Coca-Cola CCI,CocaColaIcecek,2011-05-18 13:26:54+00:00,FALSE,,,http://www.cci.com.tr,"CCI, 10.000’e yakın çalışanı ile 11 ülkede 430 milyon tüketiciye ulaşan çok uluslu bir içecek şirketidir.",TRUE,604,1,501,2
238724300,Iryna Matviyishyn,IMatviyishyn,2011-01-15 21:59:31+00:00,FALSE,,Ukraine,https://supportukrainenow.org/donate,"🇺🇦 journalist covering war & human rights | video reporter @KyivIndependent | contributor @npr, @timesradio, @bbc, etc. | MA @gchumanrights, Europe",TRUE,73611,1257,3511,1655
1445956976370880516,SCARZ ENGLISH,SCARZ_ENG,2021-10-07 03:40:17+00:00,FALSE,,"Kawasaki, Japan",https://linktr.ee/SCARZ_OFFICIAL,Official English account for the esports team SCARZ @SCARZ5. ┆📧https://t.co/48Ri6GntkM┆🤝https://t.co/eoRTqY0WEr┆🛒https://t.co/RL7IDXYi1D#SZWIN ❤️‍🔥,TRUE,11730,82,964,14
804648768599719936,Jazzi,jazzimarine,2016-12-02 11:29:50+00:00,FALSE,,Los Angeles CA,,@crookedmedia producer  🎙 @TODAYshow alum 📺  Go Blue 🦄🍪,TRUE,238,990,716,0
1495430689,FAO in Near East and North Africa,FAOinNENA_EN,2013-06-09 11:58:14+00:00,FALSE,,Egypt,http://www.fao.org/neareast/en/,Working for a sustainable 🌍 & secure #FutureofFood for all. @FAO,TRUE,3734,858,5147,66
1574686270034513920,MatthewLawsonUK,MatthewLawsonUK,2022-09-27 09:04:25+00:00,FALSE,,"Skopje, North Macedonia",https://www.gov.uk/government/people/matthew-lawson#biography,British Ambassador to North Macedonia. Bringing our countries and cultures closer together. 🇬🇧🇲🇰,TRUE,771,305,81,0
974173360094511104,MIZUNO OSAKA,Mizuno_Osaka,2018-03-15 06:40:03+00:00,FALSE,,大阪 大阪市 北区 茶屋町13-5,https://www.mizuno.jp/shop/globalflag/osaka.aspx,ミズノグローバルフラッグシップストア、MIZUNO OSAKAの公式Twitterアカウントです。ミズノのスポーツ品や、サービス、イベントなどの情報を発信していきます。#mizuno #茶屋町 #ランニング #スポーツウエア  #野球 #yoga #サッカー #卓球 #スイム #テニス #バレーボール #スニーカー,TRUE,7784,82,6013,23
631829101,UCL Business Ltd,UCL_Business,2012-07-10 09:05:42+00:00,FALSE,,London,http://uclb.com,UCL Business Ltd (UCLB) is the technology commercialisation company of @ucl | @ucltf fund for UCL academics | member of TenU @TenU_News,TRUE,1314,565,1631,26
402687948,Network Rail Scotland,NetworkRailSCOT,2011-11-01 12:48:11+00:00,FALSE,,National Helpline 03457 114141,https://www.networkrail.co.uk/running-the-railway/our-regions/scotland/,👷‍♂️👷‍♀️ Hello. We look after #ScotlandsRailway. Follow your train operator or @nationalrailenq for train service updates.,TRUE,50383,921,44078,314
324918735,الفاو في الشرق الأدنى وشمال أفريقيا,FAOinNENA,2011-06-27 12:47:51+00:00,FALSE,,Egypt,http://www.fao.org/neareast/ar/,نعمل من أجل🌍 مستدام، و#مستقبل_غذائي آمن للجميع.@FAO,TRUE,9518,936,6300,76
1410266807613657091,Fondation DomusVi,Fondat_DomusVi,2021-06-30 16:02:32+00:00,FALSE,,"Suresnes, France",http://www.fondation-domusvi.com,"Créée en 2022, la Fondation d’entreprise @Groupe_DomusVi œuvre pour la #solidarité entre les #générations pour favoriser le vivre-ensemble #GenerationSolidaires",TRUE,241,411,35,0
339780803,Niamh Campbell,niamh_journo,2011-07-21 17:03:26+00:00,FALSE,,"Belfast, Ireland",https://linktr.ee/niamhcam94,Reporter for @BelTel🗞️ 1/2 @hisandherboxing🎤 amateur boxer🥊@eastbelfastgaa footballer 🏐n.campbell@belfasttelegraph.co.uk📩TikTok/Insta:@niamh_journo📸,TRUE,4551,3978,10397,14
1055744988724781057,Anna Talia Oze,AnnataliaO,2018-10-26 08:56:34+00:00,FALSE,,Uganda,https://nbs.ug/team/annet-nambooze/,TV Presenter @nbstv and @sanyukatv companies of @nextmediaug | #SanyukaBigendaBitya | #AmasengejjeExtra | Events host | MC,TRUE,16076,130,671,5
793652931245383680,Evita Duffy,evitaduffy_1,2016-11-02 03:16:19+00:00,FALSE,,"Wisconsin, USA",https://thefederalist.com/author/evitaduffy/,@UChicago ‘22 | co-founder of @ThinkerChicago | writer @FDRLST,TRUE,20203,586,860,64
1434023908370354177,Omar Rivero,OmarRiverosays,2021-09-04 05:22:11+00:00,FALSE,,Los Angeles,http://www.occupydemocrats.com,Founder of @OccupyDemocrats and @TribelSocial. I make memes and tweets accompanied by my dog Simba 🐕. Follow me on Tribel: https://t.co/TFsLDsXC9g!,TRUE,182468,9054,2040,342
709480198555574272,BendFireRescue,BendFireRescue,2016-03-14 20:43:55+00:00,FALSE,,"Bend, OR",http://www.bendoregon.gov/government/departments/fire-ems,"Protecting lives & supporting our community with compassion, professionalism, & teamwork. This site not monitored 24/7. Call 911 for emergencies.",TRUE,4331,376,1600,86
1534819951764246528,Alparslan Çınar,Alparslancinar_,2022-06-09 08:49:36+00:00,FALSE,,"Antalya, Türkiye",https://www.cnnturk.com,Gazeteci/Journalist - CNNTürk muhabiri https://t.co/CQ1jpbklKe…,TRUE,158,400,39,0
15904698,Judson Jones,thejudsonjones,2008-08-19 14:32:11+00:00,FALSE,,"Atlanta, GA",,"Reporter and meteorologist for @nytimes.Photographer, fly fisherman, foodie & cocktail connoisseur.",TRUE,1523,433,1196,66
860985875328643072,wendal carmo,euwendal,2017-05-06 22:33:23+00:00,FALSE,,Aracaju,https://www.instagram.com/euwen.dal/?hl=pt-br,baiano da Chapada Diamantina em terras sergipanas 🌵| em @cartacapital • mandem pautas p/ wendal@cartacapital.com.br 📝,TRUE,436,360,23589,1
75027041,Juan Sandoval Mendiolea,Sandomendi,2009-09-17 14:39:06+00:00,FALSE,,"Varsovia, Polonia",http://embamex.sre.gob.mx/polonia,Embajador de México 🇲🇽 en Polonia 🇵🇱 / Ambasador Meksyku w Polsce,TRUE,4334,915,8512,60
266121510,خالد بن داهم 🇶🇦,KhaledAlhajre,2011-03-14 18:04:17+00:00,FALSE,,رابط المقالات 👈🏻,https://bit.ly/3yVUjuh,كاتب في صحيفة الشرق القطرية @alsharq_portal,TRUE,6003,593,64372,14
194507160,Estefania M Palop,EstefaniaPalop,2010-09-24 09:06:24+00:00,FALSE,,Málaga (España),https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/,Malagueña enamorada de mi tierra #Málaga. Socialista🌹 Feminista🚺 Trabajadora Social💪🏻 Senadora por Málaga (Cuenta Personal),TRUE,5855,3159,28421,136
90402870,madlen davies,madlendavies,2009-11-16 14:26:27+00:00,FALSE,,London,https://www.thebureauinvestigates.com/,"🕵️‍♀️Investigations editor @bmj_latest , former chief global health correspondent @tbij 📚@GrouchoClubSoho book club host 🐆Dreams of having a daemon",TRUE,2530,3591,3821,98
1582854114412838917,Juanlu Rodríguez,JuanluRguez_,2022-10-19 22:00:16+00:00,FALSE,,"Málaga, España",https://es.besoccer.com/redactor/juarodrec,Redactor en @besoccer_es ✍️ | Narrador deportivo en @FootballClub 🎙️ | “Acepten la injusticia que todo se equilibra al final” | 41010,TRUE,304,301,146,0
906174930647228417,Cristian Camarero Benito,Cristianrey97,2017-09-08 15:18:34+00:00,FALSE,,Madrid,,“El fútbol es una tentación tan enorme que un paralítico en una silla de ruedas estira la pierna si le pasa por delante un balón”.Santiago Bernabéu,TRUE,962,2759,16532,5
557821194,Amanda Cassidy BREAKING 🌊,AmandaCasssidy,2012-04-19 14:02:24+00:00,FALSE,,"Dublin, Ireland ",https://www.waterstones.com/book/breaking/amanda-cassidy/9781804360088,Author Rep'd @AgentMilburn @MMLitAgency | Journalist @Image_magazine | Debut BREAKING out now 🇨🇮Insta @AmandaCassidyWrites,TRUE,6185,3917,4893,12
