__path__,__id__,account_protected,created_at,description,location,name,profile_image_url,public_metrics.followers_count,public_metrics.following_count,public_metrics.listed_count,public_metrics.tweet_count,twitter_created_at,twitter_id,url,username,verified
twitter_profiles/3w9RIkvFRJqezGQ67FcG,3w9RIkvFRJqezGQ67FcG,FALSE,2022-11-12T17:39:50.182Z,"Business Process Advisor at SaskEnergy, proud father of an amazing 16 year old queer kid 🏳️‍🌈♥️, lover of animals, video games, music and photography.","Regina, Saskatchewan",Dan Longman,https://pbs.twimg.com/profile_images/1237609249863110662/5F6oqiHI_normal.jpg,214,638,1,2175,2007-04-02T23:42:39.000Z,3263851,,DanLongman,FALSE
twitter_profiles/3wXQlbKtgNVNmWnJJf8H,3wXQlbKtgNVNmWnJJf8H,FALSE,2022-11-20T20:27:03.418Z,,,yoonkook,https://pbs.twimg.com/profile_images/1186320911407943687/JmJyXUhc_normal.jpg,453,0,3,2,2019-10-21T16:17:00.000Z,1186315425719693312,,yoonkook,FALSE
twitter_profiles/3wYqSps0YFciSeIHYwtf,3wYqSps0YFciSeIHYwtf,FALSE,2022-11-15T01:21:30.807Z,All the kids are doing it!,"Dublin, Ireland",Paul Kelly,https://pbs.twimg.com/profile_images/1257700353593815042/ZzGQZPSI_normal.jpg,263,1639,3,2428,2009-03-13T22:45:24.000Z,24272951,,Paulkelllly,FALSE
twitter_profiles/3wnDywL3amecBDxVWRJl,3wnDywL3amecBDxVWRJl,FALSE,2022-11-12T17:54:13.127Z,Who Me? BTW Views are all mine or are retwitted but not of my employer,India,Plash Chowdhary,https://pbs.twimg.com/profile_images/378800000486411435/3a39ced6dc34cdb16bcad512586a9ebe_normal.jpeg,617,2696,12,8419,2009-11-27T05:32:19.000Z,92909973,https://t.co/PdRp4loiGH,alchemist16,FALSE
twitter_profiles/3wtYP5gFFs7jliKnP2u5,3wtYP5gFFs7jliKnP2u5,FALSE,2022-12-08T21:49:57.707Z,"former Rolling Stone, New York Magazine, Mediapost; inventing digital media for posterity","San Diego, CA",Allan Hoving,https://pbs.twimg.com/profile_images/1592899723433627654/nCuIKYwp_normal.jpg,1045,2626,50,24077,2009-04-22T21:43:31.000Z,34409466,https://t.co/B7fJFOP3eh,ahoving,FALSE
twitter_profiles/3x9Zh1DKS42cvEnw2LDE,3x9Zh1DKS42cvEnw2LDE,FALSE,2022-11-12T17:40:44.924Z,multi-hyphenate digital creator. sometimes i tweet things that make you exhale slightly harder than usual. tweetmonger. he/him. alts: @nutterbutter @wheatthins,"Los Angeles, CA",ryan j 🐀,https://pbs.twimg.com/profile_images/1590779300348710912/fQJcg3Kw_normal.png,1739,1386,21,17124,2015-06-09T19:44:31.000Z,3315720581,https://t.co/Psm5dkEVlo,ryannoyance,FALSE
twitter_profiles/3xD9NhOlOELlcrbQFpic,3xD9NhOlOELlcrbQFpic,FALSE,2022-11-12T17:28:18.780Z,"Professor of computer science @UniStavanger, leading @iai_group. Staff research scientist @GoogleAI. Author of https://t.co/oIr1v0EdiE.","Stavanger, Norway",Krisztian Balog,https://pbs.twimg.com/profile_images/783756447922413568/0JThGHQI_normal.jpg,2252,287,76,1067,2009-11-19T19:05:05.000Z,91168371,https://t.co/YfyDBxzNK5,krisztianbalog,FALSE
twitter_profiles/3xNPD5rHuRasS7jjHF9F,3xNPD5rHuRasS7jjHF9F,TRUE,2022-11-12T17:01:49.744Z,computer user,online,rogerclark,https://pbs.twimg.com/profile_images/955634900266237953/QsYVnhXA_normal.jpg,3346,1918,66,60284,2008-03-25T22:39:53.000Z,14220415,https://t.co/FDLxxg9yff,rogerclark,FALSE
twitter_profiles/3yHtYiXKslwNxRGfwIL4,3yHtYiXKslwNxRGfwIL4,FALSE,2022-11-20T20:27:53.727Z,"Director of Product, YouTube Shopping. 
Past: Media and Entertainment (TV, Movies, Music, Books, Games) and Delight (Doodles, Easter Eggs etc.) on Google Search","Palo Alto, California",Satyajeet Salgar,https://pbs.twimg.com/profile_images/1385123130142707714/Zb3Z7heG_normal.jpg,3040,4900,136,10168,2007-03-14T04:08:32.000Z,1137491,https://t.co/uIZ6a65wvn,salgar,FALSE
twitter_profiles/3ydaw7fIp1HCHMB61URI,3ydaw7fIp1HCHMB61URI,FALSE,2022-11-12T17:26:43.431Z,Best connected person in book publishing. Award-winner. Founder of @empoweredauthor. Prev. @harpercollinsuk & @thebookseller. She/her.,London,Sam Missingham,https://pbs.twimg.com/profile_images/1434769243506200578/7vXXmAoh_normal.jpg,61680,29445,886,175257,2009-01-23T17:56:42.000Z,19404944,https://t.co/PKc6kxOAab,samatlounge,FALSE
twitter_profiles/3zY7v4unLKOMrQKeIQD0,3zY7v4unLKOMrQKeIQD0,FALSE,2022-11-15T01:20:24.220Z,spurse,"Iowa City, IA",🕸,https://pbs.twimg.com/profile_images/1316036517006135297/P31lQk4U_normal.jpg,46,270,3,1008,2020-05-12T19:13:53.000Z,1260287051825590279,,unbearablybufff,FALSE
twitter_profiles/40DdejNLNeBImtJytQU3,40DdejNLNeBImtJytQU3,FALSE,2022-11-12T17:40:29.113Z,"graphic designer, occasional GM, designer/organizer @ Hot Gamer Collective, host of @aceattorneypod, also slowly dying - he/him","PA, USA",it's ben,https://pbs.twimg.com/profile_images/1407537765689053186/IDCJEfNa_normal.png,597,978,18,19584,2008-04-08T15:09:12.000Z,14333003,https://t.co/4xl5wyaAOk,yotsuben,FALSE
twitter_profiles/40cqD7ze8rR67pwnTIEv,40cqD7ze8rR67pwnTIEv,FALSE,2022-11-12T17:29:41.566Z,"Product Leader @Amazon (ex @hbomax, @calendly, @manifold_group, @groupon) | Loving PNW life ⛵️⛷👩🏻🐶🌊🏔🌲","Seattle, WA",Colin Jones,https://pbs.twimg.com/profile_images/1389078854468136961/u_cQR45R_normal.jpg,701,380,31,2359,2011-11-10T04:16:43.000Z,408988187,,Ctothejones,FALSE
twitter_profiles/40hVTay9RX38z8gevnUg,40hVTay9RX38z8gevnUg,TRUE,2022-11-12T17:15:30.154Z,"ah-lee-sah • sf, ca • ♍️ isfj • 💙",,Alyssa,https://pbs.twimg.com/profile_images/1371576433311580160/6zwTef75_normal.jpg,157,708,4,828,2016-04-05T17:13:32.000Z,717399785595084800,https://t.co/O0SovuVQ7Y,alyssateeoh,FALSE
twitter_profiles/40tvz1OZwrhPYm2piseT,40tvz1OZwrhPYm2piseT,FALSE,2022-11-12T16:59:52.421Z,"Co-founder of @snippetconsult SEO Consultancy, @snippet_digital Software company & Content marketing tool @keywordinsights. SEO by day and SaaS by night.",Want SEO help? Try us ➡️,Suganthan Mohanadasan,https://pbs.twimg.com/profile_images/1588873095921770496/HC2AuUJV_normal.jpg,12599,1992,235,18995,2017-11-05T06:34:15.000Z,927061481090355200,https://t.co/5qHGXbhazE,suganthanmn,FALSE
twitter_profiles/412D4n851SfRkV2OxSwi,412D4n851SfRkV2OxSwi,FALSE,2022-11-12T17:14:58.854Z,,Ohio,joel bundy,https://pbs.twimg.com/profile_images/1550599467795193857/pSzlPYUf_normal.jpg,106,80,1,867,2011-01-12T05:23:28.000Z,237147135,,joel_bundy,FALSE
twitter_profiles/42tWbsTlGUIA0wq0E33P,42tWbsTlGUIA0wq0E33P,FALSE,2022-11-12T18:12:06.277Z,"Grün, Mitglied des Rates der Stadt Greven, LTX, born at 321ppm
Mastodon: ckf@muenster.im",Münsterland,Henning (#Mastodon: ckf@muenster.im),https://pbs.twimg.com/profile_images/1346877694932357126/t9J3Xd8Y_normal.jpg,116,438,5,12105,2008-05-16T07:26:30.000Z,14796220,,HenningB,FALSE
twitter_profiles/43AS2ptFMtEiP0LzUGEk,43AS2ptFMtEiP0LzUGEk,FALSE,2022-11-12T17:45:40.530Z,"Product Manager @ Google. Love: tech, music, sports, games, late nights, 80's action movies. Born down under. Opinions mine.","San Jose, CA",Nick Milani,https://pbs.twimg.com/profile_images/1410635218696933381/X4YizNl4_normal.jpg,1281,2329,84,3843,2014-02-28T16:34:37.000Z,2365854457,https://t.co/y0JRvJXv9U,nickmilaniau,FALSE
twitter_profiles/44HwQ6JGC26azmUN6hMc,44HwQ6JGC26azmUN6hMc,FALSE,2022-11-20T20:29:12.535Z,VP Product at @worklife_app / @RecRecParis fam. prev @starofservice / @clint_paris,Paris,Clément Falchier,https://pbs.twimg.com/profile_images/1062369888407293952/0DlUlL_B_normal.jpg,1103,678,66,19011,2009-03-13T12:59:53.000Z,24166273,https://t.co/rZnQpJEsxQ,clementfalchier,FALSE
twitter_profiles/44bqLirLnbpAroqUXwOu,44bqLirLnbpAroqUXwOu,FALSE,2022-11-12T17:46:34.083Z,,,Marji Robinson,https://pbs.twimg.com/profile_images/838796167278395392/2WckMsUL_normal.jpg,17,42,1,427,2011-05-21T01:00:30.000Z,302336888,,marjirob20,FALSE
twitter_profiles/45HJREKW5eT3geqgITnG,45HJREKW5eT3geqgITnG,FALSE,2022-11-20T20:26:07.567Z,"Java/Scala/Kotlin/Ruby/DevOps Engineer with @ThoughtWorks.  

Blogs: https://t.co/Lz9IkiZD6J   

https://t.co/Mdr2eMsKN4","Pune, India",Siddharth,https://pbs.twimg.com/profile_images/1426170440645369856/6YaycDfe_normal.jpg,337,170,22,4623,2008-05-31T17:32:40.000Z,14964695,,sid_thinketh,FALSE
twitter_profiles/45T83zOPdAbHp3Xk38v1,45T83zOPdAbHp3Xk38v1,FALSE,2022-11-20T20:28:12.068Z,"Programmer, Sports, Movies, Technology & AAPL. ""Stay hungry. Stay foolish."" #CR7 @cristiano @manutd @realmadriden","Toronto, Ontario",Kishore Josyula,https://pbs.twimg.com/profile_images/1079203314275897344/6fddGQJs_normal.jpg,244,899,0,4124,2010-05-06T09:34:37.000Z,140763715,https://t.co/Jdh75gFPtY,imkishorejm,FALSE
twitter_profiles/45UhhbhLIS9PZDkxYsuT,45UhhbhLIS9PZDkxYsuT,FALSE,2022-11-12T17:02:21.431Z,"VP of design @Onfido. Using research, data and voodoo to build beautiful things. Formerly: @facebook, @xero he/him","London, UK",Mark O,https://pbs.twimg.com/profile_images/486290163329286147/w4LiNc4s_normal.jpeg,1450,923,116,6226,2009-05-06T19:34:29.000Z,38257136,https://t.co/O6UnofUuQ9,mopland,FALSE
twitter_profiles/47cG0vRKbPuQSpjkufAk,47cG0vRKbPuQSpjkufAk,FALSE,2022-11-12T17:24:17.988Z,"Soy un mal novio, pésimo amante, peor marido pero un excelente amigo",Puno,Silent,https://pbs.twimg.com/profile_images/441644395/silent_normal.png,443,396,25,2328,2007-02-21T20:23:28.000Z,787122,,Silent,FALSE
twitter_profiles/487ywomT5gNVdYP9yf8q,487ywomT5gNVdYP9yf8q,FALSE,2022-11-20T20:31:11.797Z,,"Atlanta, GA",jess walton,https://pbs.twimg.com/profile_images/1285606846007521280/xRpmGM42_normal.jpg,495,788,12,1379,2009-12-05T20:27:59.000Z,94862166,,jessawalt,FALSE
twitter_profiles/48LvopWJ9VoneYt5gtnf,48LvopWJ9VoneYt5gtnf,FALSE,2022-11-20T20:27:49.039Z,hello there.,Los Angeles,zoom zoom,https://pbs.twimg.com/profile_images/1593841985076441090/okQZi28o_normal.jpg,0,2,0,0,2022-11-18T03:01:20.000Z,1593438908141838338,,zoomzoom4x,FALSE
twitter_profiles/49YdpJLx6ZZvUog8bgys,49YdpJLx6ZZvUog8bgys,FALSE,2022-11-12T16:55:56.658Z,Journaliste • Rédacteur en chef @LoopHaiti | | Ex @AlterPresse | Co-fondateur @pushhaiti | M.A chez @ESJLille x @IAELille | #Haiti #Médias #LoopNews,"Haiti, Port-au-Prince",Raoul Junior Lorfils,https://pbs.twimg.com/profile_images/1541899611211710469/-xfNRbYz_normal.jpg,8052,3943,23,21181,2011-11-24T00:53:39.000Z,419959207,https://t.co/cGeS7FV5MA,lorfilsraouljr,TRUE
twitter_profiles/49ZucMmPiuz9aPxSTKCh,49ZucMmPiuz9aPxSTKCh,FALSE,2022-11-20T20:27:05.489Z,,,......,https://pbs.twimg.com/profile_images/1585931739016450049/raCj2PhA_normal.jpg,120,151,4,494,2007-05-22T15:47:17.000Z,6236072,,bevsphillips,FALSE
twitter_profiles/49tcgzastsmAZaGLcD2f,49tcgzastsmAZaGLcD2f,FALSE,2022-11-12T17:12:54.239Z,engineering manager @google | @firebase | geek. people-person. husband. father. human. (not necessarily in that order),Earth,mark bouchard,https://pbs.twimg.com/profile_images/1277771948421001221/MNCWG-DY_normal.jpg,653,1117,25,1944,2010-09-20T16:59:56.000Z,192968621,https://t.co/O7TaFJtVJO,mdb,FALSE
twitter_profiles/4A7zENPJTj8SjeOv8xwL,4A7zENPJTj8SjeOv8xwL,FALSE,2022-11-12T17:44:25.211Z,swe @latecheckoutplz,Metaverse,Sakib Rasul,https://pbs.twimg.com/profile_images/517108909686157312/LrtFBKYr_normal.jpeg,308,3460,8,1369,2009-12-13T00:33:44.000Z,96450607,https://t.co/aoGrCAulpL,rhythms06,FALSE
twitter_profiles/4AhZ1qMiJzMkBsylAIHx,4AhZ1qMiJzMkBsylAIHx,FALSE,2022-11-12T17:44:53.122Z,"At constant risk of tweeting

Music at @StonyPointMusic",,Thomas May,https://pbs.twimg.com/profile_images/1263156862809264129/sT0fAplL_normal.jpg,239,489,7,565,2012-06-25T10:49:46.000Z,618073536,,Thjmay,FALSE
twitter_profiles/4CgAJNii4VVeQZZWNgxA,4CgAJNii4VVeQZZWNgxA,FALSE,2022-11-12T16:59:56.835Z,"Ya râb belayı aşk ile kıl aşina beni
Bir dem belâ-yı aşktan etme cüdâ beni
Az eyleme inâyetini ehli derdden
Yani ki çok belâlara kıl mübtelâ beni","Hawaii, USA",Aslan Abdurahmanov 🎗️,https://pbs.twimg.com/profile_images/1564346657957105664/SK8GB6JB_normal.jpg,87,226,1,597,2020-02-18T01:53:44.000Z,1229584729608876032,,packetintransit,FALSE
twitter_profiles/4CvQxbR0SIo7eV4sBWLK,4CvQxbR0SIo7eV4sBWLK,FALSE,2022-11-12T17:14:28.509Z,,,Horst Prot,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,4,318,0,0,2020-11-12T07:06:17.000Z,1326782786284490753,,HorstProt,FALSE
twitter_profiles/4DL2GK3faQE0nfsQxSZy,4DL2GK3faQE0nfsQxSZy,TRUE,2022-12-08T21:51:17.976Z,"Blogger with a passion for real estate, travel, creative writing, social psychology, philosophy, neuroscience, friendship, hiking, biking, and guinea pigs.","Martinez, CA",Valerie A. Lee,https://pbs.twimg.com/profile_images/1419646161166561282/Yr9O3IBs_normal.jpg,70,116,12,15273,2009-07-06T19:08:26.000Z,54299847,https://t.co/lWofxp1hxy,valerie_a_lee,FALSE
twitter_profiles/4E21SpNwuL5qaVbUN75j,4E21SpNwuL5qaVbUN75j,FALSE,2022-11-12T18:09:17.049Z,"Interested in almost everything, mostly in space, skepticism, science, computers and technology",Mallorca,Pere Quod,https://pbs.twimg.com/profile_images/1342067174698082304/cwGeJbI-_normal.jpg,1,46,0,58,2019-05-09T18:08:56.000Z,1126549629124976642,,p3quod,FALSE
twitter_profiles/4E5XNAdsePHpQiTlsJVU,4E5XNAdsePHpQiTlsJVU,FALSE,2022-11-12T16:54:48.385Z,,,Luis,https://pbs.twimg.com/profile_images/1051386143156170752/5eT5QUal_normal.jpg,20,784,0,6,2008-11-09T10:31:18.000Z,17267105,,H0bbes,FALSE
